sku,bar_code,desc,tipo_de_veiculo,marca_id,cat_id
"AUGR583","7899751936248","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR584","7899751936262","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR585","7899751936279","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR586","7899751936286","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR587","7899751936293","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR588","7899751936316","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR589","7899751936323","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR590","7899751936330","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR591","7899751936347","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR592","7899751936354","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR593","7899751936361","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR594","7899751936378","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR595","7899751936385","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR596","7899751936392","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR597","7899751936408","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR598","7899751936415","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR599","7899751936422","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR600","7899751936439","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR601","7899751936446","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR602","7899751936453","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR603","7899751936460","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR604","7899751936477","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR605","7899751936484","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR606","7899751936491","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR607","7899751936507","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR608","7899751936552","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR609","7899751936569","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR610","7899751936583","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR611","7899751936613","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGR612","7899751936620","Gauss Resistencia Do Ventilador","carro","25","287"
"AUGS1000","7899751939140","Gauss Sensor ABS","carro","25","272"
"AUGS1001","7899751939157","Gauss Sensor ABS","carro","25","272"
"AUGS1002","7899751934510","Gauss Sensor ABS","carro","25","272"
"AUGS1003","7899751934527","Gauss Sensor ABS","carro","25","272"
"AUGS1004","7899751934534","Gauss Sensor ABS","carro","25","272"
"AUGS1005","7899751939164","Gauss Sensor ABS","carro","25","272"
"AUGS1006","7899751939171","Gauss Sensor ABS","carro","25","272"
"AUGS1007","7899751939188","Gauss Sensor ABS","carro","25","272"
"AUGS1008","7899751939195","Gauss Sensor ABS","carro","25","272"
"AUGS1009","7899751939201","Gauss Sensor ABS","carro","25","272"
"AUGS1010","7899751934541","Gauss Sensor ABS","carro","25","272"
"AUGS1011","7899751934558","Gauss Sensor ABS","carro","25","272"
"AUGS1012","7899751939218","Gauss Sensor ABS","carro","25","272"
"AUGS1013","7899751934565","Gauss Sensor ABS","carro","25","272"
"AUGS1014","7899751939225","Gauss Sensor ABS","carro","25","272"
"AUGS1015","7899751939232","Gauss Sensor ABS","carro","25","272"
"AUGS1016","7899751939249","Gauss Sensor ABS","carro","25","272"
"AUGS1017","7899751939256","Gauss Sensor ABS","carro","25","272"
"AUGS1018","7899751939263","Gauss Sensor ABS","carro","25","272"
"AUGS1019","7899751939270","Gauss Sensor ABS","carro","25","272"
"AUGS1020","7899751939287","Gauss Sensor ABS","carro","25","272"
"AUGS1021","7899751939294","Gauss Sensor ABS","carro","25","272"
"AUGS1022","7899751934572","Gauss Sensor ABS","carro","25","272"
"AUGS1023","7899751934589","Gauss Sensor ABS","carro","25","272"
"AUGS1024","7899751934596","Gauss Sensor ABS","carro","25","272"
"AUGS1025","7899751934602","Gauss Sensor ABS","carro","25","272"
"AUGS1026","7899751934619","Gauss Sensor ABS","carro","25","272"
"AUGS1027","7899751934626","Gauss Sensor ABS","carro","25","272"
"AUGS1028","7899751934633","Gauss Sensor ABS","carro","25","272"
"AUGS1029","7899751934657","Gauss Sensor ABS","carro","25","272"
"AUGS1030","7899751934664","Gauss Sensor ABS","carro","25","272"
"AUGS1031","7899751934671","Gauss Sensor ABS","carro","25","272"
"AUGS1032","7899751939300","Gauss Sensor ABS","carro","25","272"
"AUGS1033","7899751939317","Gauss Sensor ABS","carro","25","272"
"AUGS1034","7899751934688","Gauss Sensor ABS","carro","25","272"
"AUGS1035","7899751934695","Gauss Sensor ABS","carro","25","272"
"AUGS1036","7899751939324","Gauss Sensor ABS","carro","25","272"
"AUGS1037","7899751939331","Gauss Sensor ABS","carro","25","272"
"AUGS1038","7899751934701","Gauss Sensor ABS","carro","25","272"
"AUGS1039","7899751939348","Gauss Sensor ABS","carro","25","272"
"AUGS1040","7899751934718","Gauss Sensor ABS","carro","25","272"
"AUGS1041","7899751934725","Gauss Sensor ABS","carro","25","272"
"AUGS1042","7899751934732","Gauss Sensor ABS","carro","25","272"
"AUGS1043","7899751939355","Gauss Sensor ABS","carro","25","272"
"AUGS1044","7899751939362","Gauss Sensor ABS","carro","25","272"
"AUGS1045","7899751934749","Gauss Sensor ABS","carro","25","272"
"AUGS1046","7899751939379","Gauss Sensor ABS","carro","25","272"
"AUGS1047","7899751934756","Gauss Sensor ABS","carro","25","272"
"AUGS1048","7899751934763","Gauss Sensor ABS","carro","25","272"
"AUGS1049","7899751939386","Gauss Sensor ABS","carro","25","272"
"AUGS1050","7899751939393","Gauss Sensor ABS","carro","25","272"
"AUGS1051","7899751939409","Gauss Sensor ABS","carro","25","272"
"AUGS1052","7899751934770","Gauss Sensor ABS","carro","25","272"
"AUGS1053","7899751934787","Gauss Sensor ABS","carro","25","272"
"AUGS1054","7899751939416","Gauss Sensor ABS","carro","25","272"
"AUGS1055","7899751939423","Gauss Sensor ABS","carro","25","272"
"AUGS1056","7899751939430","Gauss Sensor ABS","carro","25","272"
"AUGS1057","7899751939447","Gauss Sensor ABS","carro","25","272"
"AUGS1058","7899751939454","Gauss Sensor ABS","carro","25","272"
"AUGS1059","7899751939461","Gauss Sensor ABS","carro","25","272"
"AUGS1060","7899751939478","Gauss Sensor ABS","carro","25","272"
"AUGS1061","7899751939485","Gauss Sensor ABS","carro","25","272"
"AUGS1062","7899751939492","Gauss Sensor ABS","carro","25","272"
"AUGS1063","7899751939508","Gauss Sensor ABS","carro","25","272"
"AUGS1064","7899751939515","Gauss Sensor ABS","carro","25","272"
"AUGS1065","7899751939522","Gauss Sensor ABS","carro","25","272"
"AUGS1066","7899751939539","Gauss Sensor ABS","carro","25","272"
"AUGS1067","7899751934794","Gauss Sensor ABS","carro","25","272"
"AUGS1068","7899751939546","Gauss Sensor ABS","carro","25","272"
"AUGS1069","7899751939553","Gauss Sensor ABS","carro","25","272"
"AUGS1070","7899751939560","Gauss Sensor ABS","carro","25","272"
"AUGS1071","7899751939577","Gauss Sensor ABS","carro","25","272"
"AUGS1072","7899751939584","Gauss Sensor ABS","carro","25","272"
"AUGS1073","7899751939591","Gauss Sensor ABS","carro","25","272"
"AUGS1074","7899751939607","Gauss Sensor ABS","carro","25","272"
"AUGS1075","7899751939614","Gauss Sensor ABS","carro","25","272"
"AUGS1076","7899751939621","Gauss Sensor ABS","carro","25","272"
"AUGS1077","7899751939638","Gauss Sensor ABS","carro","25","272"
"AUGS1078","7899751939645","Gauss Sensor ABS","carro","25","272"
"AUGS1079","7899751939652","Gauss Sensor ABS","carro","25","272"
"AUGS1080","7899751939669","Gauss Sensor ABS","carro","25","272"
"AUGS1081","7899751939676","Gauss Sensor ABS","carro","25","272"
"AUGS1082","7899751939683","Gauss Sensor ABS","carro","25","272"
"AUGS1083","7899751939690","Gauss Sensor ABS","carro","25","272"
"AUGS1084","7899751939706","Gauss Sensor ABS","carro","25","272"
"AUGS1085","7899751939713","Gauss Sensor ABS","carro","25","272"
"AUGS1086","7899751939720","Gauss Sensor ABS","carro","25","272"
"AUGS1087","7899751939737","Gauss Sensor ABS","carro","25","272"
"AUGS1088","7899751939744","Gauss Sensor ABS","carro","25","272"
"AUGS1089","7899751939751","Gauss Sensor ABS","carro","25","272"
"AUGS1090","7899751939768","Gauss Sensor ABS","carro","25","272"
"AUGS1091","7899751939775","Gauss Sensor ABS","carro","25","272"
"AUGS1092","7899751939782","Gauss Sensor ABS","carro","25","272"
"AUGS1093","7899751934800","Gauss Sensor ABS","carro","25","272"
"AUGS1094","7899751939799","Gauss Sensor ABS","carro","25","272"
"AUGS1095","7899751939805","Gauss Sensor ABS","carro","25","272"
"AUGS1096","7899751934817","Gauss Sensor ABS","carro","25","272"
"AUGS1097","7899751934824","Gauss Sensor ABS","carro","25","272"
"AUGS1098","7899751934831","Gauss Sensor ABS","carro","25","272"
"AUGS1099","7899751934848","Gauss Sensor ABS","carro","25","272"
"AUGS1100","7899751934855","Gauss Sensor ABS","carro","25","272"
"AUGS1101","7899751934862","Gauss Sensor ABS","carro","25","272"
"AUGS1102","7899751934879","Gauss Sensor ABS","carro","25","272"
"AUGS1103","7899751939812","Gauss Sensor ABS","carro","25","272"
"AUGS1104","7899751939829","Gauss Sensor ABS","carro","25","272"
"AUGS1105","7899751939836","Gauss Sensor ABS","carro","25","272"
"AUGS1106","7899751939843","Gauss Sensor ABS","carro","25","272"
"AUGS1107","7899751939850","Gauss Sensor ABS","carro","25","272"
"AUGS1108","7899751939867","Gauss Sensor ABS","carro","25","272"
"AUGS1109","7899751934886","Gauss Sensor ABS","carro","25","272"
"AUGS1110","7899751934893","Gauss Sensor ABS","carro","25","272"
"AUGS1111","7899751934909","Gauss Sensor ABS","carro","25","272"
"AUGS1112","7899751939874","Gauss Sensor ABS","carro","25","272"
"AUGS1113","7899751939881","Gauss Sensor ABS","carro","25","272"
"AUGS1114","7899751939898","Gauss Sensor ABS","carro","25","272"
"AUGS1115","7899751939904","Gauss Sensor ABS","carro","25","272"
"AUGS1116","7899751939911","Gauss Sensor ABS","carro","25","272"
"AUGS1117","7899751939928","Gauss Sensor ABS","carro","25","272"
"AUGS1118","7899751939935","Gauss Sensor ABS","carro","25","272"
"AUGS1119","7899751939942","Gauss Sensor ABS","carro","25","272"
"AUGS1120","7899751939959","Gauss Sensor ABS","carro","25","272"
"AUGS1121","7899751939966","Gauss Sensor ABS","carro","25","272"
"AUGS1122","7899751939973","Gauss Sensor ABS","carro","25","272"
"AUGS1123","7899751939980","Gauss Sensor ABS","carro","25","272"
"AUGS1124","7899751939997","Gauss Sensor ABS","carro","25","272"
"AUGS1125","7899751940009","Gauss Sensor ABS","carro","25","272"
"AUGS1126","7899751940016","Gauss Sensor ABS","carro","25","272"
"AUGS1127","7899751940023","Gauss Sensor ABS","carro","25","272"
"AUGS1128","7899751940047","Gauss Sensor ABS","carro","25","272"
"AUGS1129","7899751940054","Gauss Sensor ABS","carro","25","272"
"AUGS1130","7899751940061","Gauss Sensor ABS","carro","25","272"
"AUGS1131","7899751940078","Gauss Sensor ABS","carro","25","272"
"AUGS1132","7899751940085","Gauss Sensor ABS","carro","25","272"
"AUGS1133","7899751940092","Gauss Sensor ABS","carro","25","272"
"AUGS1134","7899751940108","Gauss Sensor ABS","carro","25","272"
"AUGS1135","7899751940115","Gauss Sensor ABS","carro","25","272"
"AUGS1136","7899751940122","Gauss Sensor ABS","carro","25","272"
"AUGS1137","7899751940139","Gauss Sensor ABS","carro","25","272"
"AUGS1138","7899751934916","Gauss Sensor ABS","carro","25","272"
"AUGS1139","7899751940146","Gauss Sensor ABS","carro","25","272"
"AUGS1140","7899751940153","Gauss Sensor ABS","carro","25","272"
"AUGS1141","7899751940160","Gauss Sensor ABS","carro","25","272"
"AUGS1142","7899751940177","Gauss Sensor ABS","carro","25","272"
"AUGS1143","7899751940184","Gauss Sensor ABS","carro","25","272"
"AUGS1144","7899751940191","Gauss Sensor ABS","carro","25","272"
"AUGS1145","7899751940207","Gauss Sensor ABS","carro","25","272"
"AUGS1146","7899751940214","Gauss Sensor ABS","carro","25","272"
"AUGS1147","7899751934923","Gauss Sensor ABS","carro","25","272"
"AUGS1148","7899751934930","Gauss Sensor ABS","carro","25","272"
"AUGS1149","7899751940221","Gauss Sensor ABS","carro","25","272"
"AUGS1150","7899751934947","Gauss Sensor ABS","carro","25","272"
"AUGS1151","7899751940238","Gauss Sensor ABS","carro","25","272"
"AUGS1152","7899751940245","Gauss Sensor ABS","carro","25","272"
"AUGS1153","7899751940252","Gauss Sensor ABS","carro","25","272"
"AUGS1154","7899751940269","Gauss Sensor ABS","carro","25","272"
"AUGS1155","7899751940276","Gauss Sensor ABS","carro","25","272"
"AUGS1156","7899751940283","Gauss Sensor ABS","carro","25","272"
"AUGS1157","7899751940290","Gauss Sensor ABS","carro","25","272"
"AUGS1158","7899751934954","Gauss Sensor ABS","carro","25","272"
"AUGS1159","7899751940306","Gauss Sensor ABS","carro","25","272"
"AUGS1160","7899751940313","Gauss Sensor ABS","carro","25","272"
"AUGS1161","7899751940320","Gauss Sensor ABS","carro","25","272"
"AUGS1162","7899751940337","Gauss Sensor ABS","carro","25","272"
"AUGS1163","7899751940344","Gauss Sensor ABS","carro","25","272"
"AUGS1164","7899751940351","Gauss Sensor ABS","carro","25","272"
"AUGS1165","7899751940368","Gauss Sensor ABS","carro","25","272"
"AUGS1166","7899751940375","Gauss Sensor ABS","carro","25","272"
"AUGS1167","7899751940382","Gauss Sensor ABS","carro","25","272"
"AUGS1168","7899751940399","Gauss Sensor ABS","carro","25","272"
"AUGS1169","7899751940405","Gauss Sensor ABS","carro","25","272"
"AUGS1170","7899751940412","Gauss Sensor ABS","carro","25","272"
"AUGS1171","7899751940429","Gauss Sensor ABS","carro","25","272"
"AUGS1172","7899751940436","Gauss Sensor ABS","carro","25","272"
"AUGS1173","7899751940443","Gauss Sensor ABS","carro","25","272"
"AUGS1174","7899751940450","Gauss Sensor ABS","carro","25","272"
"AUGS1175","7899751940467","Gauss Sensor ABS","carro","25","272"
"AUGS1176","7899751940474","Gauss Sensor ABS","carro","25","272"
"AUGS1177","7899751940481","Gauss Sensor ABS","carro","25","272"
"AUGS1178","7899751940498","Gauss Sensor ABS","carro","25","272"
"AUGS1179","7899751940504","Gauss Sensor ABS","carro","25","272"
"AUGS1180","7899751934961","Gauss Sensor ABS","carro","25","272"
"AUGS1181","7899751934978","Gauss Sensor ABS","carro","25","272"
"AUGS1182","7899751940511","Gauss Sensor ABS","carro","25","272"
"AUGS1183","7899751940528","Gauss Sensor ABS","carro","25","272"
"AUGS1184","7899751940535","Gauss Sensor ABS","carro","25","272"
"AUGS1185","7899751940542","Gauss Sensor ABS","carro","25","272"
"AUGS1186","7899751934985","Gauss Sensor ABS","carro","25","272"
"AUGS1187","7899751934992","Gauss Sensor ABS","carro","25","272"
"AUGS1188","7899751935005","Gauss Sensor ABS","carro","25","272"
"AUGS1189","7899751935012","Gauss Sensor ABS","carro","25","272"
"AUGS1190","7899751940559","Gauss Sensor ABS","carro","25","272"
"AUGS1191","7899751940566","Gauss Sensor ABS","carro","25","272"
"AUGS1192","7899751935029","Gauss Sensor ABS","carro","25","272"
"AUGS1193","7899751935036","Gauss Sensor ABS","carro","25","272"
"AUGS1194","7899751940573","Gauss Sensor ABS","carro","25","272"
"AUGS1195","7899751940580","Gauss Sensor ABS","carro","25","272"
"AUGS1196","7899751935043","Gauss Sensor ABS","carro","25","272"
"AUGS1197","7899751935050","Gauss Sensor ABS","carro","25","272"
"AUGS1198","7899751935067","Gauss Sensor ABS","carro","25","272"
"AUGS1199","7899751935074","Gauss Sensor ABS","carro","25","272"
"AUGS1200","7899751940597","Gauss Sensor ABS","carro","25","272"
"AUGS1201","7899751940603","Gauss Sensor ABS","carro","25","272"
"AUGS1202","7899751940610","Gauss Sensor ABS","carro","25","272"
"AUGS1203","7899751940627","Gauss Sensor ABS","carro","25","272"
"AUGS1204","7899751940634","Gauss Sensor ABS","carro","25","272"
"AUGS1205","7899751940641","Gauss Sensor ABS","carro","25","272"
"AUGS1206","7899751940658","Gauss Sensor ABS","carro","25","272"
"AUGS1207","7899751940665","Gauss Sensor ABS","carro","25","272"
"AUGS1208","7899751940672","Gauss Sensor ABS","carro","25","272"
"AUGS1209","7899751940689","Gauss Sensor ABS","carro","25","272"
"AUGS1210","7899751935081","Gauss Sensor ABS","carro","25","272"
"AUGS1211","7899751935098","Gauss Sensor ABS","carro","25","272"
"AUGS1212","7899751940696","Gauss Sensor ABS","carro","25","272"
"AUGS1213","7899751940702","Gauss Sensor ABS","carro","25","272"
"AUGS1214","7899751940719","Gauss Sensor ABS","carro","25","272"
"AUGS1215","7899751940726","Gauss Sensor ABS","carro","25","272"
"AUGS1216","7899751935104","Gauss Sensor ABS","carro","25","272"
"AUGS1217","7899751935111","Gauss Sensor ABS","carro","25","272"
"AUGS1218","7899751940733","Gauss Sensor ABS","carro","25","272"
"AUGS1219","7899751935128","Gauss Sensor ABS","carro","25","272"
"AUGS1220","7899751935135","Gauss Sensor ABS","carro","25","272"
"AUGS1221","7899751940740","Gauss Sensor ABS","carro","25","272"
"AUGS1222","7899751940757","Gauss Sensor ABS","carro","25","272"
"AUGS1223","7899751940764","Gauss Sensor ABS","carro","25","272"
"AUGS1224","7899751940771","Gauss Sensor ABS","carro","25","272"
"AUGS1225","7899751935142","Gauss Sensor ABS","carro","25","272"
"AUGS1226","7899751935159","Gauss Sensor ABS","carro","25","272"
"AUGS1227","7899751940788","Gauss Sensor ABS","carro","25","272"
"AUGS1228","7899751935166","Gauss Sensor ABS","carro","25","272"
"AUGS1229","7899751935173","Gauss Sensor ABS","carro","25","272"
"AUGS1230","7899751935180","Gauss Sensor ABS","carro","25","272"
"AUGS1231","7899751940795","Gauss Sensor ABS","carro","25","272"
"AUGS1232","7899751940801","Gauss Sensor ABS","carro","25","272"
"AUGS1233","7899751940818","Gauss Sensor ABS","carro","25","272"
"AUGS1234","7899751935197","Gauss Sensor ABS","carro","25","272"
"AUGS1235","7899751940825","Gauss Sensor ABS","carro","25","272"
"AUGS1236","7899751940832","Gauss Sensor ABS","carro","25","272"
"AUGS1237","7899751940849","Gauss Sensor ABS","carro","25","272"
"AUGS1238","7899751940856","Gauss Sensor ABS","carro","25","272"
"AUGS1239","7899751940863","Gauss Sensor ABS","carro","25","272"
"AUGS1240","7899751940870","Gauss Sensor ABS","carro","25","272"
"AUGS1241","7899751940887","Gauss Sensor ABS","carro","25","272"
"AUGS1242","7899751940894","Gauss Sensor ABS","carro","25","272"
"AUGS1243","7899751940900","Gauss Sensor ABS","carro","25","272"
"AUGS1244","7899751940917","Gauss Sensor ABS","carro","25","272"
"AUGS1245","7899751940924","Gauss Sensor ABS","carro","25","272"
"AUGS1246","7899751940931","Gauss Sensor ABS","carro","25","272"
"AUGS1247","7899751940948","Gauss Sensor ABS","carro","25","272"
"AUGS1248","7899751940955","Gauss Sensor ABS","carro","25","272"
"AUGS1249","7899751940962","Gauss Sensor ABS","carro","25","272"
"AUGS1250","7899751940979","Gauss Sensor ABS","carro","25","272"
"AUGS1251","7899751940986","Gauss Sensor ABS","carro","25","272"
"AUGS1252","7899751940993","Gauss Sensor ABS","carro","25","272"
"AUGS1253","7899751941006","Gauss Sensor ABS","carro","25","272"
"AUGS1254","7899751941013","Gauss Sensor ABS","carro","25","272"
"AUGS1255","7899751941020","Gauss Sensor ABS","carro","25","272"
"AUGS1256","7899751935210","Gauss Sensor ABS","carro","25","272"
"AUGS1257","7899751935227","Gauss Sensor ABS","carro","25","272"
"AUGS1258","7899751941037","Gauss Sensor ABS","carro","25","272"
"AUGS1259","7899751941044","Gauss Sensor ABS","carro","25","272"
"AUGS1260","7899751941051","Gauss Sensor ABS","carro","25","272"
"AUGS1261","7899751941068","Gauss Sensor ABS","carro","25","272"
"AUGS1262","7899751941075","Gauss Sensor ABS","carro","25","272"
"AUGS1263","7899751941082","Gauss Sensor ABS","carro","25","272"
"AUGS1264","7899751941099","Gauss Sensor ABS","carro","25","272"
"AUGS1265","7899751941105","Gauss Sensor ABS","carro","25","272"
"AUGS1266","7899751941112","Gauss Sensor ABS","carro","25","272"
"AUGS1267","7899751941129","Gauss Sensor ABS","carro","25","272"
"AUGS1268","7899751941136","Gauss Sensor ABS","carro","25","272"
"AUGS1269","7899751941143","Gauss Sensor ABS","carro","25","272"
"AUGS1270","7899751941150","Gauss Sensor ABS","carro","25","272"
"AUGS1271","7899751941167","Gauss Sensor ABS","carro","25","272"
"AUGS1272","7899751941174","Gauss Sensor ABS","carro","25","272"
"AUGS1273","7899751935234","Gauss Sensor ABS","carro","25","272"
"AUGS1274","7899751935241","Gauss Sensor ABS","carro","25","272"
"AUGS1275","7899751935258","Gauss Sensor ABS","carro","25","272"
"AUGS771","7899751933407","Gauss Sensor ABS","carro","25","272"
"AUGS772","7899751933414","Gauss Sensor ABS","carro","25","272"
